date,USDT_BTC,USDT_ETH,USDT_BCH,USDT_XRP,USDT_ETC,USDT_XMR,USDT_LTC,USDT_STR,USDT_DASH
2015-03-21 16:00:00,263.19298262,,,0.00356027,,0.9999999700000001,1.01200011,0.00399666,4.00000001
2015-03-21 20:00:00,263.19298262,,,0.00356027,,0.9999999700000001,1.01200011,0.00399666,4.00000001
2015-03-22 00:00:00,263.19298262,,,0.00356027,,0.9999999700000001,1.01200011,0.00399666,4.00000001
2015-03-22 04:00:00,265.13784797,,,0.00356027,,0.2611,1.01200011,0.00399666,5.98999999
2015-03-22 08:00:00,265.13784797,,,0.00356027,,0.2611,1.01200011,0.00399666,5.98999999
2015-03-22 12:00:00,265.13784797,,,0.00356027,,0.2611,1.01200011,0.00399666,5.98999999
2015-03-22 16:00:00,265.56083094,,,0.00356027,,0.2611,1.01200011,0.00399666,5.98999999
2015-03-22 20:00:00,267.51684843,,,0.00356027,,0.26110001,1.01200011,0.00399666,5.98999999
2015-03-23 00:00:00,263.5365229,,,0.00356027,,0.26110001,1.01200011,0.00399666,5.98999999
2015-03-23 04:00:00,263.5365229,,,0.00356027,,0.26110001,1.01200011,0.00399666,5.98999999
2015-03-23 08:00:00,263.5365229,,,0.00356027,,0.26110001,1.01200011,0.00399666,5.98999999
2015-03-23 12:00:00,263.91683081,,,0.00356027,,0.26110001,1.01200011,0.00399666,5.98999999
2015-03-23 16:00:00,260.67351138,,,0.00356027,,0.26110001,1.01200011,0.00399666,5.98999999
2015-03-23 20:00:00,260.67351138,,,0.00356027,,0.26110001,1.01200011,0.00399666,5.98999999
2015-03-24 00:00:00,263.01895538,,,0.00356027,,0.26110001,1.01200011,0.00399666,5.98999999
2015-03-24 04:00:00,271.59604827,,,0.00356027,,0.26110001,1.01200011,0.00399666,5.98999999
2015-03-24 08:00:00,271.59604827,,,0.00356027,,0.26110001,1.01200011,0.00399666,5.98999999
2015-03-24 12:00:00,242.5255,,,0.00356027,,0.87799221,1.01200011,0.00399666,5.98999999
2015-03-24 16:00:00,244.93638342,,,0.00356027,,0.87799221,1.01200011,0.00399666,5.98999999
2015-03-24 20:00:00,242.52550736,,,0.00356027,,0.27800001,1.01200011,0.00399666,5.98999999
2015-03-25 00:00:00,273.0,,,0.00356027,,0.278,1.01200011,0.00399666,5.98999999
2015-03-25 04:00:00,272.5,,,0.00356027,,0.87799222,1.01200011,0.00029892,5.98999999
2015-03-25 08:00:00,272.5,,,0.00356027,,0.87799222,1.01200011,0.00029892,5.98999999
2015-03-25 12:00:00,253.30730605,,,0.00356027,,0.87799222,1.01200011,0.00029892,5.98999999
2015-03-25 16:00:00,247.47551488,,,0.00356027,,0.87799222,1.01200011,0.00029892,5.98999999
2015-03-25 20:00:00,247.47551488,,,0.00356027,,0.87799222,1.01200011,0.00029892,5.98999999
2015-03-26 00:00:00,242.5255,,,0.00356027,,0.27800112,1.01200011,0.00029892,5.98999999
2015-03-26 04:00:00,242.5255,,,0.00356027,,0.27800112,1.01200011,0.00029892,5.98999999
2015-03-26 08:00:00,242.5255,,,0.00356027,,0.27800112,1.01200011,0.00029892,5.98999999
2015-03-26 12:00:00,242.5255,,,0.00356027,,0.27800112,1.01200011,0.00029892,5.98999999
2015-03-26 16:00:00,242.5255,,,0.00356027,,0.27800112,1.01200011,0.00029892,5.98999999
2015-03-26 20:00:00,242.5255,,,0.00356027,,0.27800112,1.01200011,0.00029892,5.98999999
2015-03-27 00:00:00,253.22011045,,,0.00356027,,0.27800112,1.01200011,0.00029892,5.98999999
2015-03-27 04:00:00,253.22011045,,,0.00356027,,0.27800112,1.01200011,0.00029892,5.98999999
2015-03-27 08:00:00,253.22011045,,,0.00356027,,0.27800112,1.01200011,0.00029892,5.98999999
2015-03-27 12:00:00,253.22011045,,,0.00356027,,0.27800112,1.01200011,0.00029892,5.98999999
2015-03-27 16:00:00,242.91750001,,,0.00356027,,0.27800112,1.01200011,0.00029892,5.98999999
2015-03-27 20:00:00,253.3527,,,0.00356027,,0.27800112,1.01200011,0.00029892,5.98999999
2015-03-28 00:00:00,253.3527,,,0.00356027,,0.27800112,1.01200011,0.00029892,5.98999999
2015-03-28 04:00:00,243.6819,,,0.00356027,,0.27800112,1.01200011,0.00029892,5.98999999
2015-03-28 08:00:00,243.6819,,,0.00356027,,0.27800112,1.01200011,0.00029892,5.98999999
2015-03-28 12:00:00,249.22154266,,,0.00356027,,0.27800112,1.01200011,0.00029892,5.98999999
2015-03-28 16:00:00,249.22154266,,,0.00356027,,0.27800112,1.01200011,0.00029892,5.98999999
2015-03-28 20:00:00,248.72849578,,,0.00356027,,0.87799216,1.7129991100000002,0.00029892,5.98999999
2015-03-29 00:00:00,252.0705,,,0.00356027,,0.87799216,1.7129991100000002,0.00029892,5.98999999
2015-03-29 04:00:00,252.0705,,,0.00356027,,0.87799216,1.7129991100000002,0.00029892,5.98999999
2015-03-29 08:00:00,247.96933001,,,0.00356027,,0.87799216,1.7129991100000002,0.00029892,5.98999999
2015-03-29 12:00:00,247.96933001,,,0.00356027,,0.87799216,1.7129991100000002,0.00029892,5.98999999
2015-03-29 16:00:00,247.96933001,,,0.00356027,,0.27800116,1.7129991100000002,0.00029892,5.98999999
2015-03-29 20:00:00,247.96933001,,,0.01149987,,0.27800116,1.7129991100000002,0.00029892,5.98999999
2015-03-30 00:00:00,247.96933001,,,0.01149987,,0.27800116,1.7129991100000002,0.00029892,5.98999999
2015-03-30 04:00:00,247.96933001,,,0.01149987,,0.27800116,1.7129991100000002,0.00029892,5.98999999
2015-03-30 08:00:00,247.96933001,,,0.01149987,,0.27801119,1.7129991100000002,0.00029892,5.98999999
2015-03-30 12:00:00,252.41871251,,,0.01149987,,0.84999999,1.01200013,0.00029892,5.98999999
2015-03-30 16:00:00,252.41871251,,,0.01149987,,0.84999999,1.01200013,0.00029892,5.98999999
2015-03-30 20:00:00,254.35279355,,,0.01149987,,0.84999988,1.01200013,0.00029892,5.98999999
2015-03-31 00:00:00,243.73372795,,,0.01149987,,0.99999708,1.01200013,0.00029892,5.98999999
2015-03-31 04:00:00,243.5692,,,0.01149987,,0.99999713,1.01200013,0.00029892,5.98999999
2015-03-31 08:00:00,252.11188864,,,0.01149987,,3.0,2.5,0.00029892,5.98999999
2015-03-31 12:00:00,242.5255,,,0.01149987,,3.0,2.5,0.00029892,5.98999999
2015-03-31 16:00:00,242.5255,,,0.00356514,,0.31000669999999997,1.03,0.00029892,5.98999989
2015-03-31 20:00:00,249.33852966,,,0.00356514,,0.31000669999999997,1.03,0.00029892,5.98999989
2015-04-01 00:00:00,249.33852966,,,0.00356514,,0.31000669999999997,1.03,0.00029892,5.98999989
2015-04-01 04:00:00,249.0,,,0.00356514,,0.31000669999999997,2.5,0.00029892,5.98999989
2015-04-01 08:00:00,249.0,,,0.00356514,,0.33,2.5,0.00029892,5.98999989
2015-04-01 12:00:00,249.0,,,0.00356514,,0.33,2.5,0.00029892,5.98999989
2015-04-01 16:00:00,249.0,,,0.01149987,,0.33,2.5,0.00029892,5.98999989
2015-04-01 20:00:00,249.0,,,0.01149987,,0.33,2.5,0.00029892,5.98999989
2015-04-02 00:00:00,249.0,,,0.01149987,,0.33,2.5,0.00029892,5.98999989
2015-04-02 04:00:00,249.0,,,0.01149987,,0.33,2.5,0.00029892,5.98999989
2015-04-02 08:00:00,245.47586455,,,0.01149987,,0.33,2.5,0.00029892,5.98999989
2015-04-02 12:00:00,245.47586455,,,0.01149987,,0.33,2.5,0.00029892,5.98999989
2015-04-02 16:00:00,253.07264203,,,0.01149987,,0.33,2.5,0.00029892,5.98999989
2015-04-02 20:00:00,255.0,,,0.01149987,,0.33,2.23,0.00029892,5.98999989
2015-04-03 00:00:00,255.0,,,0.01149987,,0.33,2.23,0.00029892,5.98999989
